시군구,번지,단지명,전용면적(㎡),거래금액(만원)
서울특별시 마포구 창전동,442,서강오벨리스크스위트,84.96,"84,500"
서울특별시 마포구 창전동,442,서강오벨리스크스위트,84.96,"85,000"
서울특별시 마포구 창전동,442,서강오벨리스크스위트,84.96,"88,800"
서울특별시 마포구 창전동,442,서강오벨리스크스위트,84.96,"86,000"
서울특별시 마포구 창전동,442,서강오벨리스크스위트,76.04,"84,500"
서울특별시 마포구 창전동,442,서강오벨리스크스위트,73.38,"82,000"
서울특별시 마포구 창전동,438,신촌금호,59.21,"71,000"
서울특별시 마포구 창전동,438,신촌금호,84.86,"78,500"
서울특별시 마포구 창전동,438,신촌금호,84.95,"79,000"
서울특별시 마포구 창전동,438,신촌금호,84.86,"74,500"
서울특별시 마포구 창전동,438,신촌금호,84.86,"77,000"
서울특별시 마포구 창전동,438,신촌금호,84.86,"77,500"
서울특별시 마포구 창전동,438,신촌금호,84.86,"82,000"
서울특별시 마포구 창전동,438,신촌금호,84.95,"77,500"
서울특별시 마포구 창전동,438,신촌금호,84.86,"82,500"
서울특별시 마포구 창전동,438,신촌금호,84.86,"85,000"
서울특별시 마포구 창전동,438,신촌금호,84.87,"77,500"
서울특별시 마포구 창전동,438,신촌금호,59.21,"72,500"
서울특별시 마포구 창전동,439,신촌태영데시앙,84.97,"95,000"
서울특별시 마포구 창전동,439,신촌태영데시앙,84.97,"94,000"
서울특별시 마포구 창전동,439,신촌태영데시앙,84.97,"97,700"
서울특별시 마포구 창전동,439,신촌태영데시앙,84.97,"99,000"
서울특별시 마포구 창전동,440,창전동현대홈타운,84.978,"98,500"
서울특별시 마포구 창전동,437,창전래미안,84.93,"89,500"
서울특별시 마포구 창전동,437,창전래미안,59.94,"82,500"
서울특별시 마포구 창전동,437,창전래미안,114.82,"104,000"
서울특별시 마포구 창전동,437,창전래미안,84.93,"90,000"
서울특별시 마포구 창전동,437,창전래미안,59.94,"82,000"
서울특별시 마포구 창전동,437,창전래미안,114.82,"107,000"
서울특별시 마포구 창전동,437,창전래미안,84.93,"90,000"
서울특별시 마포구 창전동,437,창전래미안,84.93,"91,500"
서울특별시 마포구 창전동,443,해모로,83.85,"109,500"
서울특별시 마포구 창전동,443,해모로,83.871,"115,000"
서울특별시 마포구 토정동,138,한강삼성,59.76,"92,500"
서울특별시 마포구 토정동,138,한강삼성,84.96,"129,500"
서울특별시 마포구 토정동,138,한강삼성,84.78,"90,000"
서울특별시 마포구 하중동,101,한강밤섬자이,168.63,"214,000"
서울특별시 마포구 합정동,381-16,KCC엠파이어리버,145.33,"128,500"
서울특별시 마포구 합정동,389-16,대운행복,74.05,"59,000"
서울특별시 마포구 합정동,386-9,두레,88.11,"70,000"
서울특별시 마포구 합정동,468,두영이지안,81.3,"60,000"
서울특별시 마포구 합정동,472,마포 한강 푸르지오,84.64,"135,000"
서울특별시 마포구 합정동,472,마포 한강 푸르지오,84.64,"150,000"
서울특별시 마포구 합정동,472,마포 한강 푸르지오,84.64,"147,000"
서울특별시 마포구 합정동,473,마포한강2차푸르지오,83.45,"148,000"
서울특별시 마포구 합정동,400-20,백운,58.95,"45,000"
서울특별시 마포구 합정동,400-6,삼성강변,115.5,"80,000"
서울특별시 마포구 합정동,470,일신건영휴먼빌,84.442,"80,700"
서울특별시 마포구 합정동,466,장미(466-0),79.22,"53,000"
서울특별시 마포구 합정동,466,장미(466-0),79.22,"56,000"
서울특별시 마포구 합정동,466,장미(466-0),61.84,"48,800"
서울특별시 마포구 합정동,474,합정한강아파트,52.62,"51,800"
서울특별시 마포구 현석동,222,강변힐스테이트,59.54,"82,000"
서울특별시 마포구 현석동,222,강변힐스테이트,59.54,"84,200"
서울특별시 마포구 현석동,222,강변힐스테이트,59.78,"89,000"
서울특별시 마포구 현석동,222,강변힐스테이트,114.99,"107,000"
서울특별시 마포구 현석동,222,강변힐스테이트,84.85,"104,500"
서울특별시 마포구 현석동,222,강변힐스테이트,59.78,"88,000"
서울특별시 마포구 현석동,222,강변힐스테이트,59.54,"88,000"
서울특별시 마포구 현석동,225,래미안 웰스트림,84.98,"149,000"
서울특별시 마포구 현석동,225,래미안 웰스트림,84.96,"155,000"
서울특별시 마포구 현석동,225,래미안 웰스트림,59.96,"135,000"
서울특별시 마포구 현석동,225,래미안 웰스트림,84.98,"165,000"
서울특별시 마포구 현석동,118,밤섬 예가 클래식,89.48,"110,000"
서울특별시 마포구 현석동,118,밤섬 예가 클래식,85.48,"106,000"
서울특별시 마포구 현석동,220,밤섬힐스테이트,59.4,"87,000"
서울특별시 마포구 현석동,220,밤섬힐스테이트,59.4,"89,000"
서울특별시 마포구 현석동,220,밤섬힐스테이트,59.4,"69,000"
서울특별시 마포구 현석동,220,밤섬힐스테이트,59.4,"84,000"
서울특별시 마포구 현석동,220,밤섬힐스테이트,59.4,"87,500"
서울특별시 마포구 현석동,220,밤섬힐스테이트,114.81,"123,500"
